"index","Normalised_ASHP_heat","Normalised_ASHP_elec","Normalised_GSHP_heat","Normalised_GSHP_elec","Normalised_Resistance_heater_heat","Normalised_Resistance_heater_elec","Normalised_Gas_boiler_heat","Normalised_Gas_boiler_gas","UK_daily_average_OAT_[degrees_C]"
"2013-04-01T17:30:00",9.740313206837502e-05,3.819773776411438e-05,8.031309180005274e-05,2.9841057168947427e-05,7.87631965681679e-05,7.87631965681679e-05,0.0001495962984498391,0.00017809082557273604,2.7
"2013-04-01T18:00:00",9.544788371060443e-05,3.9269049149251664e-05,7.922435218873003e-05,2.9674418988642393e-05,7.87631965681679e-05,7.87631965681679e-05,0.00014765810066006213,0.0001757834515986136,2.7
"2013-04-01T18:30:00",9.522797474424226e-05,3.9269049149251664e-05,8.080057159531868e-05,3.0299897884667102e-05,7.87631965681679e-05,7.87631965681679e-05,0.00014765810066006213,0.0001757834515986136,2.7
"2013-04-01T19:00:00",9.567197489175749e-05,3.969395308023427e-05,7.913058805210562e-05,2.989377195822217e-05,7.291304038577403e-05,7.291304038577403e-05,0.00014062679050807337,0.0001674128441839035,2.7
"2013-04-01T19:30:00",9.587609215076545e-05,3.982939249769292e-05,7.893031031804782e-05,2.989377195822217e-05,7.291304038577403e-05,7.291304038577403e-05,0.00014062679050807337,0.0001674128441839035,2.7
"2013-04-01T20:00:00",9.322990414372153e-05,3.9255740194825154e-05,7.931896955312113e-05,3.0169784147080122e-05,7.045419182288299e-05,7.045419182288299e-05,0.000121023546871919,0.00014407564773896066,2.7
"2013-04-01T20:30:00",9.322990414372153e-05,3.9255740194825154e-05,7.91027112826132e-05,3.000314596677509e-05,7.045419182288299e-05,7.045419182288299e-05,0.00010953572318939119,0.0001303996664554222,2.7
"2013-04-01T21:00:00",8.513411542239934e-05,3.8005418826765654e-05,7.753026845794274e-05,2.9241531783104947e-05,6.909820309148658e-05,6.909820309148658e-05,6.234889171006314e-05,7.422487137685548e-05,2.7
"2013-04-01T21:30:00",8.196317135782288e-05,3.7393542619316646e-05,7.65730867771072e-05,2.9241531783104947e-05,6.557395279479321e-05,6.557395279479321e-05,5.4963310199467264e-05,6.543251019462512e-05,2.7
"2013-04-01T22:00:00",7.203441860250706e-05,3.632677012615141e-05,7.253901890246881e-05,2.7768407817630217e-05,6.002904933644238e-05,6.002904933644238e-05,2.7024928220837613e-05,3.2172533277082123e-05,2.7
"2013-04-01T22:30:00",6.109180046923177e-05,2.9739589504576943e-05,6.650309685172129e-05,2.5926238365211005e-05,5.526745792361574e-05,5.526745792361574e-05,2.7024928220837613e-05,3.2172533277082123e-05,2.7
"2013-04-01T23:00:00",4.5845501480710384e-05,2.2487326580945853e-05,6.512349049599574e-05,2.5774800927126685e-05,4.8438296312468336e-05,4.8438296312468336e-05,2.176060731483277e-05,2.590548444887365e-05,2.7
"2013-04-01T23:30:00",4.349623673647884e-05,2.0965131528380415e-05,6.208195031147905e-05,2.5250745985033596e-05,4.8031523471528156e-05,4.8031523471528156e-05,2.176060731483277e-05,2.590548444887365e-05,2.7
"2013-04-02T00:00:00",4.832475757330008e-05,2.192870017854333e-05,6.966602617022691e-05,2.6719250631328763e-05,5.5186764956630405e-05,5.5186764956630405e-05,1.7909707160061714e-05,2.132107907595368e-05,3.4
"2013-04-02T00:30:00",4.9286317291692623e-05,2.202884603924245e-05,6.98822704533944e-05,2.6719250631328763e-05,0.00010981679180181738,0.00010981679180181738,1.7909707160061714e-05,2.132107907595368e-05,3.4
"2013-04-02T01:00:00",5.389096025430248e-05,2.5267111173345754e-05,7.32923141154136e-05,2.7305610432984217e-05,0.00011784699388382701,0.00011784699388382701,1.8115279102475203e-05,2.1565809209367e-05,3.4
"2013-04-02T01:30:00",5.349192940629459e-05,2.4862408458790357e-05,7.328220826194734e-05,2.7305610432984217e-05,0.00011480541873095923,0.00011480541873095923,1.8115279102475203e-05,2.1565809209367e-05,3.4
"2013-04-02T02:00:00",6.186658023708893e-05,2.8822448334162e-05,7.877962469951204e-05,2.930865353303056e-05,0.00011382113657802558,0.00011382113657802558,1.889364137790198e-05,2.2492430955441666e-05,3.4
"2013-04-02T02:30:00",5.869388076128754e-05,2.742277189332585e-05,7.833386914077187e-05,2.8815660977214586e-05,0.0001127047230136468,0.0001127047230136468,1.889364137790198e-05,2.2492430955441666e-05,3.4
"2013-04-02T03:00:00",6.718192346417554e-05,3.104835697465554e-05,8.076915602869552e-05,2.985379963608621e-05,0.00010343666228390769,0.00010343666228390769,2.2809652602410725e-05,2.7154347735131164e-05,3.4
"2013-04-02T03:30:00",6.759434719065257e-05,3.17764749748124e-05,8.052928013385847e-05,2.985379963608621e-05,8.796146046912268e-05,8.796146046912268e-05,2.5149099982072527e-05,2.9939405381129095e-05,3.4
"2013-04-02T04:00:00",7.605021201686354e-05,3.4772818565539636e-05,8.272285179167751e-05,3.013392060619775e-05,8.483691241277821e-05,8.483691241277821e-05,4.2491767354458415e-05,5.058543575982108e-05,3.4
"2013-04-02T04:30:00",8.263083607260782e-05,3.667763207052683e-05,8.272285179167751e-05,3.013392060619775e-05,8.404247343793581e-05,8.404247343793581e-05,5.882191388198441e-05,7.002608703694648e-05,3.4
"2013-04-02T05:00:00",9.86412145135515e-05,4.083520816123048e-05,8.277570295752152e-05,3.0336712564699237e-05,8.678953814421671e-05,8.678953814421671e-05,9.660576973938112e-05,0.0001150068717479111,3.4
"2013-04-02T05:30:00",0.000100772843234242,4.2421096316896725e-05,8.498224087992634e-05,3.119194751475429e-05,8.656918857663076e-05,8.656918857663076e-05,0.00010914269291043108,0.00012993177876934698,3.4
"2013-04-02T06:00:00",0.0001094842148082292,4.298909074055743e-05,8.62415910762384e-05,3.164406031972341e-05,8.971699058645296e-05,8.971699058645296e-05,0.00014430887395426622,0.00017179627125798633,3.4
"2013-04-02T06:30:00",0.00011029559245234172,4.3222291177170564e-05,9.007495460293564e-05,3.298011359416094e-05,8.971699058645296e-05,8.971699058645296e-05,0.00014430887395426622,0.00017179627125798633,3.4
"2013-04-02T07:00:00",0.00010948967686467014,4.380848313074077e-05,9.350829418045391e-05,3.4086505229116076e-05,8.642822415969919e-05,8.642822415969919e-05,0.00014170394160784342,0.0001686951726274806,3.4
"2013-04-02T07:30:00",0.0001057027862765773,4.141153903979207e-05,9.117721997246164e-05,3.343017375692082e-05,7.77286788820521e-05,7.77286788820521e-05,0.00013259927399542778,0.0001578562801276334,3.4
"2013-04-02T08:00:00",9.654317639092223e-05,3.7237311020297295e-05,8.797387423376117e-05,3.2582722761819375e-05,6.450385131460379e-05,6.450385131460379e-05,0.00010801009599316584,0.00012858344786406632,3.4
"2013-04-02T08:30:00",9.171459960473924e-05,3.589974011942227e-05,8.53092509120203e-05,3.165678879952176e-05,6.361849462691606e-05,6.361849462691606e-05,0.00010520229126103404,0.00012524082197710743,3.4
"2013-04-02T09:00:00",8.73832447964371e-05,3.491294374204493e-05,8.353004022732892e-05,3.1232804536172934e-05,5.874245879462782e-05,5.874245879462782e-05,7.658314367488194e-05,9.117041012867848e-05,3.4
"2013-04-02T09:30:00",8.376754526796178e-05,3.417609414461981e-05,7.96455739523424e-05,3.031343413337573e-05,5.874245879462782e-05,5.874245879462782e-05,7.535818135503607e-05,8.971211972887263e-05,3.4
"2013-04-02T10:00:00",7.681027710258021e-05,3.309169410566791e-05,7.606124802846893e-05,2.9237776182197415e-05,5.874245879462782e-05,5.874245879462782e-05,6.966566249937553e-05,8.293531385087245e-05,3.4
"2013-04-02T10:30:00",7.609758014525596e-05,3.305189312845232e-05,7.48295997598938e-05,2.8732158303218822e-05,5.836934998528617e-05,5.836934998528617e-05,6.966566249937553e-05,8.293531385087245e-05,3.4
"2013-04-02T11:00:00",7.589087522826701e-05,3.305189312845232e-05,6.956275763577506e-05,2.7500226790999843e-05,5.836934998528617e-05,5.836934998528617e-05,6.924207687522919e-05,8.243104362372842e-05,3.4
"2013-04-02T11:30:00",7.360842800930656e-05,3.210311084554965e-05,6.722872510528022e-05,2.6355873514096675e-05,5.77552253128618e-05,5.77552253128618e-05,6.924207687522919e-05,8.243104362372842e-05,3.4
"2013-04-02T12:00:00",7.330626648750026e-05,3.202774355843599e-05,6.487520820955561e-05,2.615748931625063e-05,5.707689175415797e-05,5.707689175415797e-05,6.924207687522919e-05,8.243104362372842e-05,3.4
"2013-04-02T12:30:00",7.208864752138419e-05,3.195756907145984e-05,6.384112413099337e-05,2.592672267687366e-05,5.706661805260645e-05,5.706661805260645e-05,6.924207687522919e-05,8.243104362372842e-05,3.4
"2013-04-02T13:00:00",7.111363897516076e-05,2.9915781038400954e-05,6.191742421958012e-05,2.5492700748343205e-05,5.706661805260645e-05,5.706661805260645e-05,6.966566249937553e-05,8.293531385087245e-05,3.4
"2013-04-02T13:30:00",7.111363897516076e-05,2.9828251758776678e-05,6.16251937094846e-05,2.5492700748343205e-05,5.706661805260645e-05,5.706661805260645e-05,6.966566249937553e-05,8.293531385087245e-05,3.4
"2013-04-02T14:00:00",7.356187114665954e-05,2.98914500597095e-05,6.203654740441814e-05,2.5411238477633797e-05,5.706661805260645e-05,5.706661805260645e-05,7.400952199002902e-05,8.810657728386292e-05,3.4
"2013-04-02T14:30:00",7.32641855737933e-05,2.98914500597095e-05,6.16649597183491e-05,2.5411238477633797e-05,5.706661805260645e-05,5.706661805260645e-05,7.590285538535194e-05,9.03605461842144e-05,3.4
"2013-04-02T15:00:00",7.588534323512389e-05,3.0196811185640947e-05,6.294594133664813e-05,2.552311971696018e-05,6.329865310679644e-05,6.329865310679644e-05,0.00011718381211165237,0.00013950453564367496,3.4
"2013-04-02T15:30:00",7.588534323512389e-05,3.0196811185640947e-05,6.357352532740873e-05,2.552311971696018e-05,6.329865310679644e-05,6.329865310679644e-05,0.00012098627060965241,0.00014403127138798555,3.4
"2013-04-02T16:00:00",8.141935055527372e-05,3.112664411908558e-05,6.79943921208422e-05,2.6381653930940986e-05,7.133450607434292e-05,7.133450607434292e-05,0.0001440304279681721,0.0001714647957967622,3.4
"2013-04-02T16:30:00",8.089691639625385e-05,3.112664411908558e-05,6.925706431050823e-05,2.6979861009947208e-05,7.223989263353749e-05,7.223989263353749e-05,0.0001440304279681721,0.0001714647957967622,3.4
"2013-04-02T17:00:00",8.123892785096729e-05,3.124186133910637e-05,7.409273267829315e-05,2.8231315352582167e-05,7.815022235449453e-05,7.815022235449453e-05,0.00014956461712374762,0.0001780531226255666,3.4
"2013-04-02T17:30:00",8.104959521080202e-05,3.124186133910637e-05,7.648361675399719e-05,2.902687156624204e-05,7.840777125397468e-05,7.840777125397468e-05,0.00014956461712374762,0.0001780531226255666,3.4
"2013-04-02T18:00:00",7.990512304150513e-05,3.214957329364872e-05,7.605131002308791e-05,2.8792616833843407e-05,7.840777125397468e-05,7.840777125397468e-05,0.00014762643332131108,0.0001757457486514442,3.4
"2013-04-02T18:30:00",7.930195395347862e-05,3.162845394463e-05,7.76833179370125e-05,2.9203272910172615e-05,7.840777125397468e-05,7.840777125397468e-05,0.00014762643332131108,0.0001757457486514442,3.4
"2013-04-02T19:00:00",7.987488940514895e-05,3.330874965458079e-05,7.703521451782975e-05,2.9246222787404255e-05,7.272916280837948e-05,7.272916280837948e-05,0.00014059512316932232,0.00016737514123673408,3.4
"2013-04-02T19:30:00",8.007899967048669e-05,3.339005456771027e-05,7.683495077111238e-05,2.9246222787404255e-05,7.272916280837948e-05,7.272916280837948e-05,0.00014059512316932232,0.00016737514123673408,3.4
"2013-04-02T20:00:00",7.80272736320468e-05,3.2920380656821564e-05,7.722361699985591e-05,2.935559854437473e-05,7.027031424548844e-05,7.027031424548844e-05,0.00012099187953316794,0.0001440379447917912,3.4
"2013-04-02T20:30:00",7.80272736320468e-05,3.2920380656821564e-05,7.700734474200755e-05,2.935559854437473e-05,7.027031424548844e-05,7.027031424548844e-05,0.00010950405585064014,0.00013036197242991557,3.4
"2013-04-02T21:00:00",6.981373947891968e-05,3.12223035403393e-05,7.522165092502326e-05,2.9060687710167834e-05,6.891432551409202e-05,6.891432551409202e-05,6.231722437131209e-05,7.418716842968605e-05,3.4
"2013-04-02T21:30:00",6.664279541434323e-05,2.9988162028331156e-05,7.426446924418774e-05,2.8555069831189242e-05,6.539007521739866e-05,6.539007521739866e-05,5.4931639363881106e-05,6.539480724745571e-05,3.4
"2013-04-02T22:00:00",5.662463907578447e-05,2.6779418924639264e-05,6.96713203785826e-05,2.714980369943066e-05,5.984517175904783e-05,5.984517175904783e-05,2.6993257385251456e-05,3.213483032991269e-05,3.4
"2013-04-02T22:30:00",5.2479270436447863e-05,2.413984168436973e-05,6.27145977194781e-05,2.5720262538342375e-05,5.508358384305629e-05,5.508358384305629e-05,2.6993257385251456e-05,3.213483032991269e-05,3.4
"2013-04-02T23:00:00",4.249799871462343e-05,1.9349380400879586e-05,5.719344826202567e-05,2.449545932449398e-05,4.82544222319089e-05,4.82544222319089e-05,2.1728936479246613e-05,2.586778150170422e-05,3.4
"2013-04-02T23:30:00",3.984612135685646e-05,1.7969747818890722e-05,5.4457968570462316e-05,2.3954799660883736e-05,4.7847645894133606e-05,4.7847645894133606e-05,2.1728936479246613e-05,2.586778150170422e-05,3.4
"2013-04-03T00:00:00",4.804147896108472e-05,2.1751886208069838e-05,7.002666876240342e-05,2.699505650691526e-05,5.5186764956630405e-05,5.5186764956630405e-05,1.7909707160061714e-05,2.132107907595368e-05,3.7
"2013-04-03T00:30:00",4.900303867947726e-05,2.1751886208069838e-05,7.014926780134022e-05,2.699505650691526e-05,0.00010471742010475972,0.00010471742010475972,1.7909707160061714e-05,2.132107907595368e-05,3.7
"2013-04-03T01:00:00",5.344039305045173e-05,2.453306428926085e-05,7.25410540605025e-05,2.7489909379009457e-05,0.00011274759421208847,0.00011274759421208847,1.8115279102475203e-05,2.1565809209367e-05,3.7
"2013-04-03T01:30:00",5.304136569927895e-05,2.432672828837595e-05,7.253096219437668e-05,2.7489909379009457e-05,0.00010970604703390156,0.00010970604703390156,1.8115279102475203e-05,2.1565809209367e-05,3.7
"2013-04-03T02:00:00",6.0920889156423e-05,2.8175934226536484e-05,7.806658505234706e-05,2.895530708730989e-05,0.00010872176488096791,0.00010872176488096791,1.889364137790198e-05,2.2492430955441666e-05,3.7
"2013-04-03T02:30:00",5.774818268695139e-05,2.675979818284022e-05,7.762083648727711e-05,2.885807933550959e-05,0.00010760536530392956,0.00010760536530392956,1.889364137790198e-05,2.2492430955441666e-05,3.7
"2013-04-03T03:00:00",6.591222962960976e-05,3.082572747057823e-05,8.002608556161072e-05,2.9786331699484766e-05,9.833729058685002e-05,9.833729058685002e-05,2.2809652602410725e-05,2.7154347735131164e-05,3.7
"2013-04-03T03:30:00",6.63246533560868e-05,3.082572747057823e-05,7.978620267310345e-05,2.9786331699484766e-05,8.796146046912268e-05,8.796146046912268e-05,2.5149099982072527e-05,2.9939405381129095e-05,3.7
"2013-04-03T04:00:00",7.478052517596799e-05,3.455019255829743e-05,8.197976733725227e-05,3.0348888544550293e-05,8.483691241277821e-05,8.483691241277821e-05,4.2491767354458415e-05,5.058543575982108e-05,3.7
"2013-04-03T04:30:00",8.136114923171227e-05,3.6491100395284215e-05,8.197976733725227e-05,3.0348888544550293e-05,8.404247343793581e-05,8.404247343793581e-05,5.882191388198441e-05,7.002608703694648e-05,3.7
"2013-04-03T05:00:00",9.79454702128378e-05,3.995661085580929e-05,8.203817147725006e-05,3.055168050305178e-05,8.678953814421671e-05,8.678953814421671e-05,9.660576973938112e-05,0.0001150068717479111,3.7
"2013-04-03T05:30:00",0.00010007710592719852,4.060720751842507e-05,8.433848752361973e-05,3.110364543457083e-05,8.656918857663076e-05,8.656918857663076e-05,0.00010914269291043108,0.00012993177876934698,3.7
"2013-04-03T06:00:00",0.00010816506173787557,4.1553370671830774e-05,8.622819819776927e-05,3.185903175491106e-05,8.971699058645296e-05,8.971699058645296e-05,0.00014430887395426622,0.00017179627125798633,3.7
"2013-04-03T06:30:00",0.00010897643938198809,4.199375509184285e-05,9.00615617244665e-05,3.319508153251348e-05,8.971699058645296e-05,8.971699058645296e-05,0.00014430887395426622,0.00017179627125798633,3.7
"2013-04-03T07:00:00",0.00010849854091492199,4.281314748202619e-05,9.304743229404098e-05,3.430147316746862e-05,8.642822415969919e-05,8.642822415969919e-05,0.00014170394160784342,0.0001686951726274806,3.7
"2013-04-03T07:30:00",0.00010485091528189753,4.118353839698667e-05,9.084901402276026e-05,3.364514169527336e-05,7.77286788820521e-05,7.77286788820521e-05,0.00013259927399542778,0.0001578562801276334,3.7
"2013-04-03T08:00:00",9.545715731731466e-05,3.698080417767977e-05,8.765767641582558e-05,3.256392727310616e-05,6.450385131460379e-05,6.450385131460379e-05,0.00010801009599316584,0.00012858344786406632,3.7
"2013-04-03T08:30:00",9.062858053113167e-05,3.5517759839407986e-05,8.499305309408472e-05,3.1871756737874295e-05,6.361849462691606e-05,6.361849462691606e-05,0.00010520229126103404,0.00012524082197710743,3.7
"2013-04-03T09:00:00",8.62972187291593e-05,3.426325975339271e-05,8.312633760761483e-05,3.1181030395542635e-05,5.874245879462782e-05,5.874245879462782e-05,7.658314367488194e-05,9.117041012867848e-05,3.7
"2013-04-03T09:30:00",8.268151920068398e-05,3.3659167500897305e-05,7.941631444889758e-05,3.0528405568563376e-05,5.874245879462782e-05,5.874245879462782e-05,7.535818135503607e-05,8.971211972887263e-05,3.7
"2013-04-03T10:00:00",7.697527876405402e-05,3.286906809842571e-05,7.586688693941629e-05,2.9452744120549957e-05,5.874245879462782e-05,5.874245879462782e-05,6.966566249937553e-05,8.293531385087245e-05,3.7
"2013-04-03T10:30:00",7.626256082571913e-05,3.2829267121210114e-05,7.473879394577199e-05,2.8947126241571364e-05,5.836934998528617e-05,5.836934998528617e-05,6.966566249937553e-05,8.293531385087245e-05,3.7
"2013-04-03T11:00:00",7.605586989607061e-05,3.2829267121210114e-05,6.968137028268712e-05,2.7715198226187494e-05,5.836934998528617e-05,5.836934998528617e-05,6.924207687522919e-05,8.243104362372842e-05,3.7
"2013-04-03T11:30:00",7.377342267711016e-05,3.188048833514256e-05,6.744760600212022e-05,2.6570841452449214e-05,5.77552253128618e-05,5.77552253128618e-05,6.924207687522919e-05,8.243104362372842e-05,3.7
"2013-04-03T12:00:00",7.316969409546614e-05,3.1805117551193786e-05,6.594329551272199e-05,2.641519557331069e-05,5.707689175415797e-05,5.707689175415797e-05,6.924207687522919e-05,8.243104362372842e-05,3.7
"2013-04-03T12:30:00",7.195206813567987e-05,3.173494656105275e-05,6.52419982378545e-05,2.6263345508683457e-05,5.706661805260645e-05,5.706661805260645e-05,6.924207687522919e-05,8.243104362372842e-05,3.7
"2013-04-03T13:00:00",7.097706658312665e-05,2.969315503115875e-05,6.391771181356023e-05,2.6028097675113747e-05,5.706661805260645e-05,5.706661805260645e-05,6.966566249937553e-05,8.293531385087245e-05,3.7
"2013-04-03T13:30:00",7.097706658312665e-05,2.960562225469936e-05,6.362548829713493e-05,2.6028097675113747e-05,5.706661805260645e-05,5.706661805260645e-05,6.966566249937553e-05,8.293531385087245e-05,3.7
"2013-04-03T14:00:00",7.342530574829566e-05,2.9668824052467296e-05,6.402735158158146e-05,2.600529131653001e-05,5.706661805260645e-05,5.706661805260645e-05,7.400952199002902e-05,8.810657728386292e-05,3.7
"2013-04-03T14:30:00",7.312762017542942e-05,2.9668824052467296e-05,6.365576389551242e-05,2.594663540440434e-05,5.706661805260645e-05,5.706661805260645e-05,7.590285538535194e-05,9.03605461842144e-05,3.7
"2013-04-03T15:00:00",7.574877783676e-05,2.9974185178398743e-05,6.494546662057438e-05,2.5859744297187536e-05,6.329865310679644e-05,6.329865310679644e-05,0.00011718381211165237,0.00013950453564367496,3.7
"2013-04-03T15:30:00",7.574877783676e-05,2.9974185178398743e-05,6.557305760500519e-05,2.590248436431261e-05,6.329865310679644e-05,6.329865310679644e-05,0.00012098627060965241,0.00014403127138798555,3.7
"2013-04-03T16:00:00",8.099575793745715e-05,3.090401811184338e-05,6.995279462388149e-05,2.7194834193552414e-05,7.133450607434292e-05,7.133450607434292e-05,0.0001440304279681721,0.0001714647957967622,3.7
"2013-04-03T16:30:00",8.047331678476707e-05,3.090401811184338e-05,7.082056922463897e-05,2.725567213078637e-05,7.223989263353749e-05,7.223989263353749e-05,0.0001440304279681721,0.0001714647957967622,3.7
"2013-04-03T17:00:00",8.081532823948051e-05,3.1019235331864167e-05,7.53043091133401e-05,2.8951902918330853e-05,7.815022235449453e-05,7.815022235449453e-05,0.00014956461712374762,0.0001780531226255666,3.7
"2013-04-03T17:30:00",8.062600958665567e-05,3.1019235331864167e-05,7.752074307910464e-05,2.924183950459458e-05,7.840777125397468e-05,7.840777125397468e-05,0.00014956461712374762,0.0001780531226255666,3.7
"2013-04-03T18:00:00",7.936574321954493e-05,3.14058279373878e-05,7.726962835622587e-05,2.924183950459458e-05,7.840777125397468e-05,7.840777125397468e-05,0.00014762643332131108,0.0001757457486514442,3.7
"2013-04-03T18:30:00",7.876257413151843e-05,3.14058279373878e-05,7.845392947741921e-05,2.9590792177000246e-05,7.840777125397468e-05,7.840777125397468e-05,0.00014762643332131108,0.0001757457486514442,3.7
"2013-04-03T19:00:00",7.933552357052919e-05,3.256500429831986e-05,7.780027308408268e-05,2.9434658489363957e-05,7.272916280837948e-05,7.272916280837948e-05,0.00014059512316932232,0.00016737514123673408,3.7
"2013-04-03T19:30:00",7.953963383586694e-05,3.3086123647338585e-05,7.756626487855927e-05,2.9434658489363957e-05,7.272916280837948e-05,7.272916280837948e-05,0.00014059512316932232,0.00016737514123673408,3.7
"2013-04-03T20:00:00",7.77749280232095e-05,3.269775464957936e-05,7.798404575642395e-05,2.9544035994751986e-05,7.027031424548844e-05,7.027031424548844e-05,0.00012099187953316794,0.0001440379447917912,3.7
"2013-04-03T20:30:00",7.77749280232095e-05,3.269775464957936e-05,7.776777349857559e-05,2.9544035994751986e-05,7.027031424548844e-05,7.027031424548844e-05,0.00010950405585064014,0.00013036197242991557,3.7
"2013-04-03T21:00:00",6.967716708688558e-05,3.09996775330971e-05,7.606089135128777e-05,2.924912516054509e-05,6.891432551409202e-05,6.891432551409202e-05,6.231722437131209e-05,7.418716842968605e-05,3.7
"2013-04-03T21:30:00",6.65062160286389e-05,2.9765536021088952e-05,7.491022279017696e-05,2.874350553314894e-05,6.539007521739866e-05,6.539007521739866e-05,5.4931639363881106e-05,6.539480724745571e-05,3.7
"2013-04-03T22:00:00",5.648806318691525e-05,2.6602604954165772e-05,7.055874719265512e-05,2.7399077338624315e-05,5.984517175904783e-05,5.984517175904783e-05,2.6993257385251456e-05,3.213483032991269e-05,3.7
"2013-04-03T22:30:00",5.2342684057073316e-05,2.3963025965478683e-05,6.450479546008333e-05,2.59673559008453e-05,5.508358384305629e-05,5.508358384305629e-05,2.6993257385251456e-05,3.213483032991269e-05,3.7
"2013-04-03T23:00:00",4.236141583208399e-05,1.8486050277546194e-05,5.898364949946601e-05,2.526579111809194e-05,4.82544222319089e-05,4.82544222319089e-05,2.1728936479246613e-05,2.586778150170422e-05,3.7
"2013-04-03T23:30:00",3.9709538474317024e-05,1.771773790622393e-05,5.6553359588913745e-05,2.468389502645368e-05,4.7847645894133606e-05,4.7847645894133606e-05,2.1728936479246613e-05,2.586778150170422e-05,3.7
"2013-04-04T00:00:00",5.006423721747806e-05,2.2707478577348132e-05,7.079247565136977e-05,2.7279892959171874e-05,5.5186764956630405e-05,5.5186764956630405e-05,1.7909707160061714e-05,2.132107907595368e-05,3.6
"2013-04-04T00:30:00",5.1025793439035496e-05,2.297947115424779e-05,7.118199510788e-05,2.739652115215932e-05,0.00010471742010475972,0.00010471742010475972,1.7909707160061714e-05,2.132107907595368e-05,3.6
"2013-04-04T01:00:00",5.520041660089764e-05,2.5542806898626302e-05,7.332277154921678e-05,2.7930704677146887e-05,0.00011274759421208847,0.00011274759421208847,1.8115279102475203e-05,2.1565809209367e-05,3.6
"2013-04-04T01:30:00",5.480137875921953e-05,2.5542806898626302e-05,7.30987433110957e-05,2.7930704677146887e-05,0.00010970604703390156,0.00010970604703390156,1.8115279102475203e-05,2.1565809209367e-05,3.6
"2013-04-04T02:00:00",6.268090221636359e-05,2.9077243475993456e-05,7.863438015640652e-05,2.9933747777193234e-05,0.00010872176488096791,0.00010872176488096791,1.889364137790198e-05,2.2492430955441666e-05,3.6
"2013-04-04T02:30:00",5.9508195746891976e-05,2.836267221505055e-05,7.818863159133658e-05,2.9365431644702465e-05,0.00010760536530392956,0.00010760536530392956,1.889364137790198e-05,2.2492430955441666e-05,3.6
"2013-04-04T03:00:00",6.767224268955035e-05,3.198545633145759e-05,8.067124464563132e-05,3.047889388024888e-05,9.833729058685002e-05,9.833729058685002e-05,2.2809652602410725e-05,2.7154347735131164e-05,3.6
"2013-04-04T03:30:00",6.808466641602738e-05,3.198545633145759e-05,8.043134776978362e-05,3.047889388024888e-05,8.796146046912268e-05,8.796146046912268e-05,2.5149099982072527e-05,2.9939405381129095e-05,3.6
"2013-04-04T04:00:00",7.654053823590858e-05,3.498179992218482e-05,8.254755544764152e-05,3.075901135352531e-05,8.483691241277821e-05,8.483691241277821e-05,4.2491767354458415e-05,5.058543575982108e-05,3.6
"2013-04-04T04:30:00",8.312116229165286e-05,3.688539652855393e-05,8.254755544764152e-05,3.075901135352531e-05,8.404247343793581e-05,8.404247343793581e-05,5.882191388198441e-05,7.002608703694648e-05,3.6
"2013-04-04T05:00:00",9.932060061962326e-05,4.103881488231246e-05,8.246779263879529e-05,3.096180680886191e-05,8.678953814421671e-05,8.678953814421671e-05,9.660576973938112e-05,0.0001150068717479111,3.6
"2013-04-04T05:30:00",0.00010145222934031377,4.2968529350113947e-05,8.491950066439286e-05,3.1817038262081854e-05,8.656918857663076e-05,8.656918857663076e-05,0.00010914269291043108,0.00012993177876934698,3.6
"2013-04-04T06:00:00",0.00010956743249016354,4.319270095847452e-05,8.645878649855566e-05,3.226915456388608e-05,8.971699058645296e-05,8.971699058645296e-05,0.00014430887395426622,0.00017179627125798633,3.6
"2013-04-04T06:30:00",0.00011037880314060584,4.342590489192277e-05,9.029215002525289e-05,3.3844251486404614e-05,8.971699058645296e-05,8.971699058645296e-05,0.00014430887395426622,0.00017179627125798633,3.6
"2013-04-04T07:00:00",0.00011042189813649452,4.424529028843589e-05,9.371283805334523e-05,3.487777607134934e-05,8.642822415969919e-05,8.642822415969919e-05,0.00014170394160784342,0.0001686951726274806,3.6
"2013-04-04T07:30:00",0.00010696761951034096,4.2535449818645485e-05,9.165258673090851e-05,3.422144809598919e-05,7.77286788820521e-05,7.77286788820521e-05,0.00013259927399542778,0.0001578562801276334,3.6
"2013-04-04T08:00:00",9.795876517992387e-05,3.761142342131535e-05,8.846124912397383e-05,3.320781700598204e-05,6.450385131460379e-05,6.450385131460379e-05,0.00010801009599316584,0.00012858344786406632,3.6
"2013-04-04T08:30:00",9.31301953874111e-05,3.689398475558271e-05,8.596724338089255e-05,3.2631591032473735e-05,6.361849462691606e-05,6.361849462691606e-05,0.00010520229126103404,0.00012524082197710743,3.6
"2013-04-04T09:00:00",8.879882659176852e-05,3.606607407507279e-05,8.408924710435961e-05,3.1732600184694316e-05,5.874245879462782e-05,5.874245879462782e-05,7.658314367488194e-05,9.117041012867848e-05,3.6
"2013-04-04T09:30:00",8.518312706329318e-05,3.465581795961304e-05,8.047535194280075e-05,3.1095672650521315e-05,5.874245879462782e-05,5.874245879462782e-05,7.535818135503607e-05,8.971211972887263e-05,3.6
"2013-04-04T10:00:00",7.947689362033345e-05,3.372942591191608e-05,7.69259803826812e-05,2.9971828311534984e-05,5.874245879462782e-05,5.874245879462782e-05,6.966566249937553e-05,8.293531385087245e-05,3.6
